OBJECTID,osm_way_id,name,building,Material,_damage,damage_num,SP_count,SP_mean,SP_median,SP_stdev,SP_min,SP_max,SP_Range,Cul_count,Cul_mean,Cul_median,Cul_stdev,Cul_min,Cul_max,Cul_Range,BF_count,BF_mean,BF_median,BF_stdev,BF_min,BF_max,BF_Range,Mid_count,Mid_mean,Mid_median,Mid_stdev,Mid_min,Mid_max,Mid_Range,CulG_count,CulG_mean,CulG_median,CulG_stdev,CulG_min,CulG_max,CulG_Range,BFG_count,BFG_mean,BFG_median,BFG_stdev,BFG_min,BFG_max,BFG_Range,SPG_count,SPG_mean,SPG_median,SPG_stdev,SPG_min,SPG_max,SPG_Range,MidG_count,MidG_mean,MidG_median,MidG_stdev,MidG_min,MidG_max,MidG_Range,HSPG_count,HSPG_mean,HSPG_median,HSPG_stdev,HSPG_min,HSPG_max,HSPG_Range,Sat_count,Sat_mean,Sat_median,Sat_min,Sat_max,Sat_stdev,Sat_Range
12368,525363593,,yes,1,significant,2,2595,0.303222121,0.309273392,0.169430559,0.000644898,0.806900561,0.806255663,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2595,0.293564046,0.257963747,0.200444306,0.000273079,0.811764717,0.811491638,,,,,,,0,2595,0.215555765,0.21405229,0.124469439,0,0.662878811,0.662878811,437,0.14487429,0.141231418,0.001422004,0.355828285,0.090059391,0.354406281
12369,525363594,,yes,1,none,0,1708,0.258041384,0.220019832,0.185493544,0.000114454,0.752941191,0.752826737,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1708,0.172870586,0.142672092,0.14153692,0.000117009,0.664378643,0.664261634,,,,,,,0,1708,0.3514321,0.336616874,0.231698418,0,0.851388872,0.851388872,291,0.095310684,0.075638682,0.000179654,0.300044417,0.072327605,0.299864763
12370,525363595,,yes,1,none,0,3401,0.113314248,0.053957857,0.164431977,0.000114454,0.870588243,0.870473789,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,3401,0.104404892,0.069109812,0.09985026,4.5741E-05,0.631237566,0.631191825,,,,,,,0,3401,0.411951093,0.455710948,0.263668592,0,0.927777767,0.927777767,576,0.078528733,0.080324344,0.00144711,0.196166992,0.044563822,0.194719882
12371,525363596,,yes,3,unknown,-99,1798,0.107729994,0.107729994,0,0.107729994,0.107729994,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1798,0.152577922,0.152577922,0,0.152577922,0.152577922,0,,,,,,,0,1798,0.055555556,0.055555556,0,0.055555556,0.055555556,0,304,0.201122371,0.200458601,0.129674137,0.287057579,0.027989297,0.157383442
12372,525363597,,yes,1,none,0,664,0.353772423,0.372332335,0.143763633,0.007317345,0.667608917,0.660291572,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,664,0.297987804,0.312422156,0.143854213,0.000132327,0.648883224,0.648750897,,,,,,,0,664,0.254906344,0.191014305,0.223908329,0,0.882478654,0.882478654,110,0.242457217,0.236304447,0.09937831,0.384968549,0.058307787,0.285590239
12373,525363598,,yes,1,none,0,1008,0.228802062,0.226954639,0.135002496,4.90235E-05,0.558353186,0.558304162,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1008,0.208846982,0.186392814,0.135874558,2.07354E-06,0.575839758,0.575837684,,,,,,,0,1008,0.298599172,0.294495553,0.207115393,0,0.866477251,0.866477251,171,0.407545379,0.414239168,0.170685217,0.598528147,0.10967669,0.42784293
12374,525363599,,yes,1,none,0,1147,0.290434042,0.244282424,0.203795119,8.42815E-06,0.814092994,0.814084566,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1147,0.249715128,0.229273826,0.163180024,0.000152567,0.692785501,0.692632935,,,,,,,0,1147,0.325531648,0.205357149,0.297527286,0,0.947222233,0.947222233,193,0.322274513,0.352852613,0.051079847,0.488401055,0.118529515,0.437321208
12375,525363601,,yes,1,none,0,2997,0.284623269,0.26210019,0.188494937,3.23013E-05,0.836132109,0.836099808,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2997,0.149109742,0.136857554,0.100231124,4.5741E-05,0.833938479,0.833892738,,,,,,,0,2997,0.120738152,0.065268062,0.163289793,0,0.846405208,0.846405208,508,0.243002704,0.240090623,0.121668085,0.471989363,0.049435057,0.350321278
12376,525363603,,yes,3,none,0,1337,0.528596038,0.522099614,0.220946378,0.008696043,0.876851439,0.868155397,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1337,0.190383095,0.128136426,0.192199487,4.93725E-05,0.833854139,0.833804766,,,,,,,0,1337,0.28440035,0.262347758,0.198433516,0,0.925000012,0.925000012,228,0.230492544,0.165793002,0.003195877,0.646415353,0.174262343,0.643219476
12377,525363605,,yes,1,none,0,6189,0.28315183,0.216864407,0.217825363,3.56013E-05,0.768502712,0.768467111,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,6189,0.19779716,0.150030687,0.163911145,1.04409E-05,0.742387295,0.742376854,,,,,,,0,6189,0.244667881,0.154320985,0.214014489,0,0.958333313,0.958333313,1051,0.186228388,0.190469667,0.088724226,0.298555732,0.034673855,0.209831506
12378,525363607,,yes,3,none,0,1291,0.295701307,0.267539799,0.167537981,0.000227509,0.689016581,0.688789072,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1291,0.169749484,0.148481742,0.136934999,0.000244106,0.586479664,0.586235558,,,,,,,0,1291,0.425037525,0.451388896,0.130612315,0,0.777777791,0.777777791,218,0.25962899,0.243368983,0.015446352,0.480386078,0.157544912,0.464939727
12379,525363609,,yes,3,none,0,633,0.658612374,0.712407649,0.120736865,0.158397853,0.802954495,0.644556642,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,633,0.148283455,0.118979178,0.11491716,4.5741E-05,0.545850039,0.545804298,,,,,,,0,633,0.301876583,0.214285716,0.249277485,0,0.916666687,0.916666687,107,0.240908196,0.215685725,0.049197353,0.490107507,0.141345155,0.440910153
12380,525363611,,yes,3,none,0,1044,0.276102818,0.314579189,0.152756097,3.65365E-05,0.71377039,0.713733853,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1044,0.160802275,0.119125798,0.141281246,0.000848668,0.719442427,0.718593759,,,,,,,0,1044,0.284717214,0.297477603,0.165912974,0,0.714285731,0.714285731,178,0.209660693,0.201518238,0.003079476,0.459448606,0.12067154,0.45636913
12381,525363613,,yes,3,none,0,256,0.460378378,0.444334686,0.186041209,0.083272576,0.782417059,0.699144483,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,256,0.147538655,0.151107311,0.098138553,0.000939684,0.421216369,0.420276685,,,,,,,0,256,0.230110676,0.222222224,0.159722097,0,0.665046692,0.665046692,44,0.086467553,0.085994773,0.047035418,0.109221041,0.014031411,0.062185623
12382,525363614,,yes,3,partial,1,1042,0.398541847,0.386215448,0.176973847,0.000678545,0.780506611,0.779828066,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1042,0.201648175,0.167198867,0.155985479,0.000165572,0.689692378,0.689526806,,,,,,,0,1042,0.078962866,0.05678837,0.093206473,0,0.881410241,0.881410241,177,0.180917077,0.178209394,0.007338672,0.368985325,0.115341943,0.361646653
12383,525363616,,yes,1,none,0,4975,0.314802335,0.309630483,0.188087209,6.49639E-05,0.783781826,0.783716863,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,4975,0.179406478,0.140728533,0.155150588,4.93725E-05,0.799496353,0.79944698,,,,,,,0,4975,0.127003576,0.058080807,0.175314266,0,0.902777791,0.902777791,846,0.127857648,0.116157323,8.06806E-05,0.370088667,0.084742632,0.370007986
12384,525363618,,yes,3,destroyed,3,585,0.294669217,0.287599146,0.208208199,0.000227509,0.850448489,0.850220981,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,585,0.207961145,0.16304338,0.16732015,0,0.807708859,0.807708859,,,,,,,0,585,0.211551611,0.146119386,0.210248213,0,0.904385984,0.904385984,99,0.310298096,0.318882287,0.189197019,0.356281042,0.032177887,0.167084023
12385,525363620,,yes,1,partial,1,1208,0.287214951,0.273887575,0.138169457,0.001043329,0.643885612,0.642842284,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1208,0.171256687,0.169639975,0.118422684,4.84594E-05,0.659079731,0.659031271,,,,,,,0,1208,0.321908123,0.336132765,0.174127245,0,0.895833313,0.895833313,205,0.28565302,0.2364005,0.076567568,0.577705801,0.143589372,0.501138233
12386,525363622,,yes,1,none,0,1669,0.190273801,0.172017142,0.143027686,0.000329665,0.688602805,0.68827314,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1669,0.168492366,0.116395213,0.150684398,6.12413E-06,0.666162968,0.666156844,,,,,,,0,1669,0.27496476,0.253677875,0.196316346,0,0.907407403,0.907407403,282,0.288678562,0.296822011,0.114735819,0.466892213,0.091098096,0.352156393
12387,525363624,,yes,1,none,0,2704,0.163340784,0.081233308,0.153598795,4.4878E-05,0.587513208,0.58746833,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2704,0.186201017,0.184114531,0.120898218,0.000187899,0.554444075,0.554256175,,,,,,,0,2704,0.17051697,0.123076923,0.148212895,0,0.854166687,0.854166687,460,0.082690671,0.057831742,0.000146493,0.364475429,0.076595158,0.364328936
12388,525363626,,yes,3,destroyed,3,484,0.221286847,0.227859467,0.132716983,0.001908098,0.709803939,0.707895841,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,484,0.125048117,0.096590877,0.099549816,0.000333133,0.541176498,0.540843365,,,,,,,0,484,0.093156569,0.082290992,0.057695988,0,0.353535354,0.353535354,81,0.170337298,0.187594667,0.001010492,0.342835009,0.103628415,0.341824517
12389,525363628,,yes,3,significant,2,590,0.285870034,0.303820819,0.158898229,0.000640267,0.743434191,0.742793924,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,590,0.300989928,0.292555511,0.174787751,0.001260246,0.765852928,0.764592682,,,,,,,0,590,0.283224841,0.30078432,0.163348665,0,0.789473712,0.789473712,101,0.09660355,0.102206334,0.001658529,0.320928007,0.059285454,0.319269478
12390,525363630,,yes,1,destroyed,3,618,0.242201803,0.225075573,0.15728851,0.000866617,0.764962554,0.764095937,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,618,0.181809731,0.152635053,0.1397031,0.000583734,0.707651556,0.707067822,,,,,,,0,618,0.297400099,0.262626261,0.152702298,0.011695907,0.725000024,0.713304117,104,0.125318786,0.115170717,0.008289172,0.296229541,0.060065823,0.287940369
12391,525363631,,yes,3,none,0,2295,0.226913856,0.258947074,0.120238008,0.000114708,0.68965292,0.689538212,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2295,0.153131594,0.131710351,0.075774308,0.000842136,0.57370007,0.572857935,,,,,,,0,2295,0.175521614,0.166666672,0.104958782,0,0.604166687,0.604166687,395,0.090609662,0.067899138,2.34049E-05,0.316172063,0.075444465,0.316148658
12392,525363632,,yes,3,none,0,460,0.153795939,0.152904481,0.079168638,0.001686289,0.450956792,0.449270503,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,460,0.206338911,0.186235622,0.110273252,0.001040402,0.622504234,0.621463833,,,,,,,0,460,0.074994017,0.051378444,0.075887697,0,0.377104372,0.377104372,78,0.084938596,0.084769219,0.000564009,0.195514426,0.056641875,0.194950416
12393,525363633,,yes,3,none,0,4885,0.451426505,0.477583677,0.209124583,0.000543146,0.865987003,0.865443857,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,4885,0.103143971,0.05882353,0.112239679,0,0.825159609,0.825159609,,,,,,,0,4885,0.234222007,0.218181819,0.101732681,0,0.714285731,0.714285731,826,0.236385944,0.22026892,2.34049E-05,0.45182249,0.166794603,0.451799085
12394,525363634,,yes,1,none,0,314,0.21326705,0.166425914,0.144547586,0.000819639,0.51361984,0.512800201,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,314,0.247479236,0.23890385,0.131701435,0.001639526,0.507759392,0.506119867,,,,,,,0,314,0.153245956,0.119274646,0.160102952,0,0.792540789,0.792540789,52,0.153432828,0.153976411,0.116201833,0.177443668,0.013736069,0.061241835
12395,525363635,,yes,3,none,0,3426,0.228751668,0.213559926,0.173776218,2.35919E-05,0.688448191,0.688424599,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,3426,0.116481224,0.091216385,0.080501411,0.000344305,0.557302773,0.556958468,,,,,,,0,3426,0.112376832,0.034705408,0.24666181,0,0.956876457,0.956876457,581,0.12851792,0.122599475,0.000146493,0.416717112,0.078838369,0.416570619
12396,525363636,,yes,3,significant,2,1223,0.436199125,0.457826108,0.185560133,0.001401415,0.772017121,0.770615707,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1223,0.387565585,0.385799348,0.207488259,0.001272516,0.754088223,0.752815707,,,,,,,0,1223,0.571594611,0.74870199,0.291894705,0.000674764,0.846650004,0.845975241,207,0.096253963,0.072165228,0.000635688,0.416772723,0.071962092,0.416137035
12397,525363637,,yes,1,partial,1,952,0.23398306,0.232096002,0.137090715,0.000812517,0.682584047,0.68177153,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,952,0.193052358,0.159217715,0.149745912,0.000248091,0.797722518,0.797474428,,,,,,,0,952,0.120979199,0.091849603,0.11911664,0,0.881410241,0.881410241,159,0.100476354,0.096564211,0.000564009,0.243701264,0.058910825,0.243137255
12398,525363638,,yes,1,none,0,2555,0.208232988,0.176360443,0.153126692,8.42815E-06,0.62768209,0.627673662,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2555,0.15146217,0.097478651,0.130964873,8.6955E-05,0.553953648,0.553866693,,,,,,,0,2555,0.101174656,0.060416665,0.099243064,0,0.766025662,0.766025662,433,0.094524304,0.085638821,0.000230456,0.295128137,0.057030319,0.294897681
12400,525363640,,yes,1,none,0,470,0.24409734,0.22764942,0.122331947,0.00463414,0.720601559,0.715967419,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,470,0.114862538,0.097421646,0.084318414,0.000319541,0.427349627,0.427030086,,,,,,,0,470,0.046883392,0.037818916,0.033853187,0,0.138888896,0.138888896,81,0.069403795,0.069039091,0.001518237,0.171316549,0.038720955,0.169798312
12401,525363641,,yes,3,none,0,1231,0.244830472,0.246663854,0.12117018,0.001817412,0.671459794,0.669642382,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1231,0.12959848,0.088706367,0.114271256,4.5741E-05,0.655841649,0.655795908,,,,,,,0,1231,0.272105429,0.124242425,0.341425831,0,0.995098054,0.995098054,207,0.099365424,0.10092631,0.003195877,0.202887103,0.053541265,0.199691226
12402,525363642,,yes,3,partial,1,2844,0.169066081,0.148706406,0.110330748,3.65365E-05,0.545410573,0.545374037,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2844,0.206066034,0.145098031,0.142917856,2.07354E-06,0.654623985,0.654621912,,,,,,,0,2844,0.17053555,0.089805216,0.183283258,0,0.855158746,0.855158746,483,0.106293737,0.061168104,2.34049E-05,0.45182249,0.101145765,0.451799085
12403,525363643,,yes,1,none,0,1767,0.19441229,0.152859896,0.159438043,2.35919E-05,0.776086748,0.776063156,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1767,0.234401791,0.239613041,0.136661735,2.07354E-06,0.618748069,0.618745995,,,,,,,0,1767,0.064271724,0.050224468,0.073298311,0,0.772946835,0.772946835,303,0.093962521,0.059909981,0.000230456,0.424371511,0.0958092,0.424141055
12404,525363644,,yes,3,partial,1,1918,0.189676852,0.176405624,0.123195242,2.91173E-05,0.614391088,0.614361971,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1918,0.191229038,0.131020293,0.140379469,4.84594E-05,0.724166155,0.724117695,,,,,,,0,1918,0.147599547,0.125198424,0.0994121,0.000117932,0.712056756,0.711938824,326,0.188619512,0.19589588,0.000625089,0.401232481,0.101783925,0.400607392
12405,525363645,,yes,1,none,0,502,0.18988246,0.19336845,0.101760538,0.00052387,0.523272395,0.522748525,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,502,0.169586203,0.121096015,0.125552146,0.000203208,0.662745118,0.66254191,,,,,,,0,502,0.053208083,0.03838563,0.064919023,0,0.427777767,0.427777767,85,0.123141218,0.118934117,0.002165046,0.275654882,0.070951445,0.273489836
12406,525363646,,yes,1,none,0,3910,0.534788895,0.53621155,0.223789315,7.58914E-05,0.871530473,0.871454582,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,3910,0.104760138,0.020822866,0.164962294,0,0.805167496,0.805167496,,,,,,,0,3910,0.254626544,0.256115437,0.099256449,0.000721501,0.753806591,0.75308509,662,0.169054479,0.158920467,2.34049E-05,0.397627562,0.108840147,0.397604157
12407,525363647,,yes,3,none,0,4231,0.285553787,0.266698956,0.187211262,0,0.856411934,0.856411934,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,4231,0.156088931,0.113812447,0.122340472,4.93725E-05,0.811764717,0.811715345,,,,,,,0,4231,0.146577803,0.123716153,0.122871933,0,0.90069443,0.90069443,715,0.157555996,0.124648102,2.34049E-05,0.431395948,0.115480225,0.431372543
12408,525363648,,yes,3,none,0,582,0.301047896,0.320732951,0.160143816,0.000847708,0.560829163,0.559981455,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,582,0.072490519,0.039043568,0.095490544,0.000342157,0.54801631,0.547674153,,,,,,,0,582,0.026772228,0.025360113,0.01515279,0,0.164761901,0.164761901,98,0.075072803,0.066166952,0.000271046,0.229525015,0.051764459,0.229253969
12409,525363649,,yes,1,none,0,2098,0.136732485,0.129341334,0.086969747,0.000182777,0.471150637,0.47096786,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2098,0.110602387,0.100257792,0.086243571,0.000216662,0.592554331,0.592337669,,,,,,,0,2098,0.365639344,0.07692308,0.433658661,0,0.98508817,0.98508817,355,0.062654831,0.054393932,7.83538E-05,0.293005943,0.049047449,0.29292759
12410,525363650,,yes,3,none,0,1644,0.172726974,0.172640428,0.088907332,0.000101469,0.435692996,0.435591527,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1644,0.134036997,0.099597968,0.103005947,0.000412976,0.727264225,0.726851249,,,,,,,0,1644,0.371646988,0.126303345,0.413917498,0,0.993589759,0.993589759,280,0.15632532,0.172916383,0.000202582,0.310711771,0.062291015,0.31050919
12411,525363651,,yes,3,none,0,1170,0.133564628,0.114557177,0.105891759,0.000114454,0.564310908,0.564196454,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1170,0.309104528,0.396034658,0.204206535,0.000248091,0.682792962,0.682544871,,,,,,,0,1170,0.234389925,0.201109707,0.153603339,0,0.833333313,0.833333313,195,0.147871998,0.161230356,0.001445224,0.266912222,0.057639162,0.265466998
12412,525363652,,yes,1,significant,2,2467,0.298454035,0.281630874,0.187201728,7.58914E-05,0.805909038,0.805833146,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2467,0.295736285,0.285059482,0.13554494,0.000337019,0.909803927,0.909466908,,,,,,,0,2467,0.363983638,0.379629642,0.097805017,0,0.916666687,0.916666687,421,0.197978832,0.233446583,0.000875273,0.324837029,0.090150811,0.323961756
12413,525363653,,yes,1,significant,2,1710,0.283832946,0.282915354,0.164622849,3.65365E-05,0.813938379,0.813901843,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1710,0.257042089,0.225974709,0.185480817,0.000152567,0.858823538,0.858670971,,,,,,,0,1710,0.30151932,0.324848324,0.156045211,0,0.925000012,0.925000012,289,0.215138091,0.175358891,0.00144711,0.61186415,0.18713166,0.61041704
12414,525363654,,yes,1,none,0,479,0.319890604,0.301018238,0.179050698,0.001636343,0.823021173,0.82138483,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,479,0.255315541,0.222392276,0.187466886,4.84594E-05,0.765951812,0.765903353,,,,,,,0,479,0.268900755,0.265151501,0.094578209,0.012527233,0.694444418,0.681917185,81,0.310272492,0.438562512,0.001518237,0.533244789,0.1971194,0.531726552
12415,525364948,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,863,0.289298829,0.250559926,0.208583436,0.001519914,0.788444221,0.786924307,,,,,,,0,,,,,,,0,,,,,,,0,863,0.235341931,0.212647483,0.15297552,0.001204725,0.719649196,0.718444471,,,,,,,0,147,0.038098224,0.029153215,0.000987218,0.1788183,0.034476627,0.177831082
12416,525368392,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,730,0.085118398,0.085118398,0.085118398,0.085118398,0,0
12417,525371063,,yes,1,unknown,-99,,,,,,,0,619,0.171630755,0.171630755,0,0.171630755,0.171630755,0,,,,,,,0,,,,,,,0,619,0,0,0,0,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,105,0.215119311,0.212724164,0.121100701,0.30333814,0.05533671,0.182237439
12418,525371132,,yes,1,none,0,1448,0.142082152,0.094695106,0.147636865,4.4878E-05,0.744766295,0.744721417,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1448,0.198286089,0.193005025,0.116367437,0.000216662,0.630927086,0.630710424,,,,,,,0,1448,0.376601149,0.391812861,0.248106701,0,0.816666663,0.816666663,243,0.120736521,0.119137257,0.000640623,0.332692713,0.090605077,0.33205209
12419,525371133,,yes,3,destroyed,3,3686,0.244359729,0.20520243,0.188407688,8.42815E-06,0.744992375,0.744983947,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,3686,0.222720692,0.199469313,0.152283616,8.39394E-05,0.693758011,0.693674071,,,,,,,0,3686,0.118571111,0.083333336,0.143746317,0,0.88055557,0.88055557,624,0.185365496,0.155590668,0.002934555,0.459559292,0.116840645,0.456624737
12420,525371134,,yes,3,none,0,778,0.145274553,0.123237565,0.106582765,0.000444135,0.461584806,0.461140672,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,778,0.086230648,0.052878693,0.081443272,0.000412976,0.482930332,0.482517356,,,,,,,0,778,0.352125612,0.229629636,0.278370829,0.001339873,0.840476215,0.839136341,134,0.201399397,0.224594519,0.007817826,0.385872275,0.092200884,0.378054448
12421,525371135,,yes,1,none,0,244,0.133349807,0.117088079,0.095547872,0.001907155,0.392905205,0.39099805,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,244,0.14930651,0.129068628,0.107604154,0.000503674,0.42555365,0.425049976,,,,,,,0,244,0.191265342,0.180645734,0.14259442,0,0.747641504,0.747641504,44,0.061799587,0.056118388,0.036952648,0.152229875,0.023301871,0.115277227
12422,525371136,,yes,1,none,0,278,0.227446394,0.216569602,0.158987859,0.000734875,0.540085256,0.539350381,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,278,0.300503561,0.30628109,0.188705604,0.000836901,0.666209042,0.665372141,,,,,,,0,278,0.11970452,0.101732284,0.087750613,0.000416667,0.556282043,0.555865377,47,0.055291684,0.030362057,0.002911076,0.149265155,0.046805609,0.146354079
12423,525371137,,yes,3,none,0,736,0.340023866,0.332499266,0.153068251,0.00163421,0.732440591,0.730806381,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,736,0.204627574,0.17061393,0.152580052,0.001217325,0.589720905,0.58850358,,,,,,,0,736,0.193838453,0.190436497,0.115011115,0,0.5625,0.5625,119,0.087252297,0.079149462,0.003203483,0.204639658,0.052297716,0.201436176
12424,525371138,,yes,1,none,0,5932,0.167661344,0.140762359,0.128328838,3.23013E-05,0.681173444,0.681141143,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,5932,0.172074629,0.167198762,0.112836784,0.000165572,0.657298267,0.657132695,,,,,,,0,5932,0.147213649,0.071014494,0.20555714,0,0.981481493,0.981481493,1004,0.219534008,0.227368742,0.000735755,0.447357982,0.085606452,0.446622227
12425,525371139,,yes,5,significant,2,3875,0.230327312,0.157993734,0.186330178,2.35919E-05,0.741176486,0.741152894,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,3875,0.265225741,0.253376693,0.17538501,0.000244106,0.737254918,0.737010812,,,,,,,0,3875,0.183037359,0.147126138,0.142931039,0,0.981481493,0.981481493,658,0.089189039,0.079883739,2.53107E-05,0.340189457,0.057031725,0.340164146
12426,525371140,,yes,2,partial,1,6268,0.228030087,0.210809156,0.170042829,2.35919E-05,0.862745106,0.862721514,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,6268,0.210008367,0.132814378,0.183707174,2.07354E-06,0.784264326,0.784262253,,,,,,,0,6268,0.434108774,0.183697119,0.411347062,0,0.995726466,0.995726466,1061,0.080229892,0.069029681,2.53107E-05,0.280037194,0.057343529,0.280011884
12427,525371141,,yes,3,partial,1,4541,0.210410034,0.184362754,0.150608706,2.35919E-05,0.68235296,0.682329368,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,4541,0.183166602,0.165860891,0.130556998,2.07354E-06,0.823529422,0.823527349,,,,,,,0,4541,0.399574964,0.112573102,0.40936292,0,0.99666059,0.99666059,770,0.110705618,0.084928326,2.53107E-05,0.441141009,0.102028697,0.441115699
12428,525371142,,yes,1,none,0,2230,0.315217322,0.306325853,0.197083606,1.55236E-05,0.776470602,0.776455078,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2230,0.18402542,0.16226837,0.130733939,8.6955E-05,0.70522356,0.705136605,,,,,,,0,2230,0.088398908,0.064206108,0.095338887,0,0.805029809,0.805029809,379,0.123804352,0.121422134,0.003691113,0.274740249,0.073499747,0.271049136
12429,525371143,,yes,3,significant,2,2101,0.318374542,0.265644908,0.24906093,0.000206409,0.800000012,0.799793603,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2101,0.200712947,0.147695541,0.173488902,4.84594E-05,0.776470602,0.776422142,,,,,,,0,2101,0.619112183,0.829999983,0.339216411,0,0.958333313,0.958333313,356,0.143062452,0.144406602,0.003045501,0.278771788,0.07761027,0.275726287
12430,525371144,,yes,2,none,0,463,0.220039526,0.19056356,0.169875189,0.000511087,0.764322042,0.763810956,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,463,0.146667821,0.12819095,0.096340343,0,0.498436689,0.498436689,,,,,,,0,463,0.035777221,0.018894009,0.082036106,0,0.907925427,0.907925427,78,0.140455897,0.15342389,0.008478825,0.227385551,0.049987105,0.218906726
12431,525371145,,yes,3,none,0,1190,0.267402617,0.244483963,0.166981968,0.000162563,0.68965292,0.689490357,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1190,0.145166765,0.109846927,0.108371751,2.07354E-06,0.672362208,0.672360135,,,,,,,0,1190,0.201353479,0.205560446,0.100469524,0,0.465919703,0.465919703,202,0.109648536,0.082212403,0.001200695,0.377535701,0.102073813,0.376335006
